epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
56,47072.1,1.73849,1.27812,0.00354,0.55598,0.4087,0.43283,0.2334,1.65112,1.52451,0.00415,0.0128269,0.00427565,0.0128269,0.00427565,0.0128269,0.00427565,0.0128269,0.00427565
57,47910.6,1.74822,1.27076,0.00348,0.54253,0.40953,0.4326,0.23307,1.65474,1.5276,0.00417,0.0123674,0.00412246,0.0123674,0.00412246,0.0123674,0.00412246,0.0123674,0.00412246
58,48751.4,1.74046,1.267,0.00354,0.53963,0.41371,0.43251,0.23411,1.64841,1.53371,0.00411,0.0119106,0.00397019,0.0119106,0.00397019,0.0119106,0.00397019,0.0119106,0.00397019
59,49591.5,1.73249,1.2575,0.0035,0.5381,0.41755,0.43264,0.23406,1.652,1.52762,0.00415,0.011457,0.00381899,0.011457,0.00381899,0.011457,0.00381899,0.011457,0.00381899
60,50431.8,1.72889,1.24632,0.00351,0.55654,0.41141,0.43363,0.23519,1.65456,1.52506,0.00416,0.011007,0.00366899,0.011007,0.00366899,0.011007,0.00366899,0.011007,0.00366899
61,51274.8,1.72545,1.23381,0.00348,0.55612,0.41474,0.4344,0.23571,1.65223,1.52321,0.00419,0.0105611,0.00352037,0.0105611,0.00352037,0.0105611,0.00352037,0.0105611,0.00352037
62,52101.7,1.71862,1.23264,0.00348,0.5406,0.41642,0.43511,0.23666,1.65285,1.52307,0.0042,0.0101197,0.00337325,0.0101197,0.00337325,0.0101197,0.00337325,0.0101197,0.00337325
63,52941.3,1.73325,1.22895,0.00348,0.53039,0.41884,0.43574,0.23697,1.65425,1.52155,0.00423,0.00968335,0.00322778,0.00968335,0.00322778,0.00968335,0.00322778,0.00968335,0.00322778
64,53786,1.71069,1.20897,0.00342,0.52622,0.42372,0.4368,0.23761,1.65257,1.52208,0.00421,0.00925235,0.00308412,0.00925235,0.00308412,0.00925235,0.00308412,0.00925235,0.00308412
65,54639.4,1.71204,1.21217,0.00343,0.52351,0.42591,0.43733,0.23793,1.65481,1.52134,0.00421,0.00882718,0.00294239,0.00882718,0.00294239,0.00882718,0.00294239,0.00882718,0.00294239
66,55486.8,1.7084,1.20406,0.00336,0.52132,0.42619,0.43806,0.23835,1.65366,1.52236,0.00425,0.00840824,0.00280275,0.00840824,0.00280275,0.00840824,0.00280275,0.00840824,0.00280275
